,Synset,Tipo,Info
488,00031138-a,lemma,voraz
489,00031264-n,lemma,agrupação
490,00031264-n,lemma,conjunto
491,00031264-n,lemma,grupo
492,00031304-r,lemma,ainda
493,00031418-v,lemma,cacarejar
494,00031515-r,lemma,já não
495,00031515-r,lemma,não mais
496,00031515-r,lemma,não mas
497,00031606-r,lemma,daqui para frente
498,00031663-v,lemma,gracejar
499,00031798-r,lemma,já
500,00031820-v,lemma,gargalhar
501,00031820-v,lemma,rir
502,00031899-r,lemma,muito
503,00031921-n,lemma,conexão
504,00031921-n,lemma,relação
505,00032180-r,lemma,fabulosamente
506,00032180-r,lemma,fantasticamente
507,00032297-v,lemma,convulsionar
508,00032497-a,lemma,acrobático
509,00032497-a,lemma,atlético
510,00032613-n,lemma,bem
511,00032613-n,lemma,posse
512,00032613-n,lemma,propriedade
513,00032733-a,lemma,ativo
514,00032733-a,lemma,lesto
515,00032733-a,lemma,ligeiro
516,00032733-a,lemma,lépido
517,00032733-a,lemma,rápido
518,00032733-a,lemma,serelepe
519,00032733-a,lemma,ágil
520,00032823-n,lemma,relação social
521,00032863-r,lemma,a partir de agora
522,00032863-r,lemma,de agora em diante
523,00032863-r,lemma,doravante
524,00032981-v,lemma,fazer cara feia
525,00032981-v,lemma,franzir o cenho
526,00033020-n,lemma,comunicação
527,00033020-n,lemma,mensagem
528,00033203-v,lemma,fulminar
529,00033206-a,lemma,ativo em excesso
530,00033206-a,lemma,hiperativo
531,00033308-r,lemma,agora mesmo
532,00033308-r,lemma,neste instante
533,00033406-v,lemma,olhar
534,00033421-r,lemma,imediatamente
535,00033421-r,lemma,instantaneamente
536,00033574-a,lemma,inativo
537,00033599-v,lemma,aparentar
538,00033599-v,lemma,parecer
539,00033615-n,lemma,magnitude
540,00033615-n,lemma,medida
541,00033615-n,lemma,número
542,00033615-n,lemma,quantia
543,00033615-n,lemma,quantidade
544,00033663-r,lemma,pouco
545,00033663-r,lemma,um tanto
546,00033663-r,lemma,um
547,00033922-r,lemma,brevemente
548,00033922-r,lemma,cedo
549,00033922-r,lemma,já
550,00033922-r,lemma,logo
551,00033922-r,lemma,pronto
552,00034115-v,lemma,aplaudir
553,00034115-v,lemma,bater palmas
554,00034137-r,lemma,o mais breve possível
555,00034137-r,lemma,o mais rápido possível
556,00034189-r,lemma,brevemente
557,00034213-n,lemma,fenómeno
558,00034213-n,lemma,fenômeno
559,00034308-r,lemma,brevemente
560,00034322-a,lemma,inerte
561,00034403-r,lemma,momentaneamente
562,00034479-n,lemma,coisa
563,00034574-n,lemma,amabilidade
564,00034574-n,lemma,bondade
565,00034574-n,lemma,delicadeza
566,00034574-n,lemma,gentileza
567,00034641-r,lemma,o mais precoce
568,00034777-n,lemma,Abdominoplastia
569,00034939-n,lemma,aborto
570,00035058-r,lemma,amiúde
571,00035058-r,lemma,com freqüência
572,00035058-r,lemma,frequentemente
573,00035058-r,lemma,freqüentemente
574,00035058-r,lemma,muitas vezes
575,00035058-r,lemma,vira e mexe
576,00035089-v,lemma,pigarrear
577,00035189-n,lemma,conquista
578,00035189-n,lemma,consumação
579,00035189-n,lemma,façanha
580,00035189-n,lemma,feito
581,00035189-n,lemma,realização
582,00035320-r,lemma,imediatamente
583,00035368-a,lemma,aposentado
584,00035368-a,lemma,jubilado
585,00035385-r,lemma,raramente
586,00035491-r,lemma,curiosamente
587,00035697-n,lemma,agon
588,00035718-r,lemma,com justiça
589,00035718-r,lemma,razoavelmente
590,00035758-v,lemma,lavar
