,Synset,Tipo,Info
474,00023646-v,fra:lemma,évanouir
475,00023646-v,fra:lemma,cogner
476,00023655-a,fra:lemma,loin
477,00023655-a,fra:lemma,dehors
478,00023773-n,fra:lemma,motivation
479,00023773-n,fra:lemma,motif
480,00023773-n,fra:lemma,besoin
481,00023868-v,fra:lemma,distribuer
482,00024047-v,fra:lemma,ressusciter
483,00024047-v,fra:lemma,revivre
484,00024073-r,fra:lemma,non
485,00024073-r,fra:lemma,pas
486,00024073-r,fra:lemma,niet
487,00024073-r,fra:lemma,ne
488,00024241-a,fra:lemma,large
489,00024241-a,fra:lemma,ample
490,00024257-r,fra:lemma,rien
491,00024257-r,fra:lemma,que dalle
492,00024264-n,fra:lemma,attribut
493,00024279-v,fra:lemma,raviver
494,00024279-v,fra:lemma,réparer
495,00024279-v,fra:lemma,relancer
496,00024279-v,fra:lemma,réanimer
497,00024279-v,fra:lemma,rénover
498,00024356-r,fra:lemma,non
499,00024587-r,fra:lemma,non
500,00024587-r,fra:lemma,personne
501,00024587-r,fra:lemma,rien
502,00024619-a,fra:lemma,habitué
503,00024649-v,fra:lemma,rafraîchir
504,00024682-r,fra:lemma,aucun
505,00024682-r,fra:lemma,personne
506,00024720-n,fra:lemma,état
507,00024814-v,fra:lemma,rafraîchir
508,00024893-r,fra:lemma,soit
509,00024893-r,fra:lemma,ou
510,00024893-r,fra:lemma,non plus
511,00025034-v,fra:lemma,faire la vaisselle
512,00025144-r,fra:lemma,sanglant
513,00025144-r,fra:lemma,foutu
514,00025203-v,fra:lemma,bander
515,00025203-v,fra:lemma,tendre
516,00025203-v,fra:lemma,raidir
517,00025290-r,fra:lemma,n'importe où
518,00025290-r,fra:lemma,partout
519,00025290-r,fra:lemma,tout
520,00025464-r,fra:lemma,e part
521,00025464-r,fra:lemma,pas
522,00025559-r,fra:lemma,quelque part
523,00025654-v,fra:lemma,relâcher
524,00025654-v,fra:lemma,débander
525,00025728-a,fra:lemma,alcalin
526,00025728-r,fra:lemma,partout
527,00026137-r,fra:lemma,d'une façon ou d'une autre
528,00026153-v,fra:lemma,temps
529,00026168-a,fra:lemma,basique
530,00026192-n,fra:lemma,émotion
531,00026192-n,fra:lemma,sentiment
532,00026385-v,fra:lemma,décompresser
533,00026416-r,fra:lemma,d'une façon ou d'une autre
534,00026515-a,fra:lemma,amphotère
535,00026571-r,fra:lemma,quand même
536,00026571-r,fra:lemma,de toute façon
537,00026571-r,fra:lemma,en tout cas
538,00026734-v,fra:lemma,végéter
539,00027167-n,fra:lemma,localisation
540,00027167-n,fra:lemma,lieu
541,00027258-r,fra:lemma,quand même
542,00027258-r,fra:lemma,de toute façon
543,00027258-r,fra:lemma,en tout cas
544,00027268-v,fra:lemma,étendre
545,00027384-r,fra:lemma,pourtant
546,00027384-r,fra:lemma,néanmoins
547,00027384-r,fra:lemma,toutefois
548,00027384-r,fra:lemma,cependant
549,00027384-r,fra:lemma,nonobstant
550,00027384-r,fra:lemma,encore
551,00027705-v,fra:lemma,transmettre
552,00027705-v,fra:lemma,étendre
553,00027795-r,fra:lemma,pourtant
554,00027795-r,fra:lemma,encore
555,00027807-n,fra:lemma,forme
556,00027918-r,fra:lemma,jusqu'
557,00027918-r,fra:lemma,jusqu'ici
558,00027918-r,fra:lemma,alors
559,00027918-r,fra:lemma,jusqu'alors
560,00027918-r,fra:lemma,jusqu'à maintenant
561,00027918-r,fra:lemma,encore
562,00027918-r,fra:lemma,jusqu'à présent
563,00028167-v,fra:lemma,grue
564,00028270-n,fra:lemma,temps
565,00028270-n,fra:lemma,durée
566,00028319-r,fra:lemma,exclusivement
567,00028319-r,fra:lemma,seul
568,00028319-r,fra:lemma,seulement
569,00028362-v,fra:lemma,revigorer
570,00028424-r,fra:lemma,toutefois
571,00028424-r,fra:lemma,cependant
572,00028471-a,fra:lemma,supposé
573,00028471-a,fra:lemma,putatif
574,00028565-v,fra:lemma,sourire
575,00028651-n,fra:lemma,local
576,00028651-n,fra:lemma,espace
577,00028876-v,fra:lemma,fossette
578,00028923-r,fra:lemma,légèrement
579,00028923-r,fra:lemma,lestement
580,00028923-r,fra:lemma,à la légère
581,00028984-a,fra:lemma,secret
582,00029037-r,fra:lemma,outre
583,00029114-n,fra:lemma,espace des phases
584,00029214-v,fra:lemma,poutre
585,00029336-v,fra:lemma,minauder
586,00029343-a,fra:lemma,acquisitif
587,00029343-a,fra:lemma,avide
588,00029367-r,fra:lemma,de surcroît
589,00029367-r,fra:lemma,de plus
590,00029367-r,fra:lemma,outre
591,00029367-r,fra:lemma,en outre
592,00029378-n,fra:lemma,évènement
593,00029378-n,fra:lemma,événement
594,00029639-r,fra:lemma,plus loin
595,00029677-n,fra:lemma,processus
596,00029677-n,fra:lemma,procédure
597,00029836-v,fra:lemma,rugir
598,00029933-a,fra:lemma,avare
599,00029933-a,fra:lemma,avide
600,00029933-a,fra:lemma,cupide
601,00029933-a,fra:lemma,avaricieux
602,00029985-r,fra:lemma,plus loin
603,00030010-v,fra:lemma,ricaner
604,00030010-v,fra:lemma,ricanement
605,00030142-v,fra:lemma,ricaner
606,00030142-v,fra:lemma,pouffer
607,00030358-n,fra:lemma,acte
608,00030358-n,fra:lemma,l'action humaine
609,00030443-r,fra:lemma,loin
610,00030443-r,fra:lemma,davantage
611,00030443-r,fra:lemma,encore
612,00030463-v,fra:lemma,démanteler
613,00030463-v,fra:lemma,casser
614,00030508-a,fra:lemma,possessif
615,00031138-a,fra:lemma,rapace
616,00031138-a,fra:lemma,vorace
617,00031214-r,fra:lemma,inutilement
618,00031214-r,fra:lemma,en vain
619,00031214-r,fra:lemma,vainement
620,00031264-n,fra:lemma,groupe
621,00031264-n,fra:lemma,groupement
622,00031264-n,fra:lemma,ensemble
623,00031304-r,fra:lemma,encore
624,00031304-r,fra:lemma,toujours
625,00031384-a,fra:lemma,avide
626,00031515-r,fra:lemma,plus
627,00031515-r,fra:lemma,ni plus ni moins
628,00031606-r,fra:lemma,plus
629,00031663-v,fra:lemma,glousser
630,00031798-r,fra:lemma,déjà
631,00031820-v,fra:lemma,se bidonner
632,00031820-v,fra:lemma,rire
633,00031899-r,fra:lemma,réel
634,00031899-r,fra:lemma,très
635,00031899-r,fra:lemma,vraiment
636,00031921-n,fra:lemma,relation
637,00031921-n,fra:lemma,rapport
638,00031974-a,fra:lemma,vivant
639,00031974-a,fra:lemma,actif
640,00032180-r,fra:lemma,fantastiquement
641,00032180-r,fra:lemma,formidablement
642,00032180-r,fra:lemma,prodigieusement
643,00032180-r,fra:lemma,fabuleusement
644,00032299-r,fra:lemma,droit
645,00032299-r,fra:lemma,puissant
646,00032358-a,fra:lemma,autour de
647,00032497-a,fra:lemma,athlétique
648,00032497-a,fra:lemma,acrobatique
649,00032613-n,fra:lemma,bien
650,00032613-n,fra:lemma,propriété
651,00032733-a,fra:lemma,agile
652,00032733-a,fra:lemma,actif
653,00032733-a,fra:lemma,vif
654,00032733-a,fra:lemma,rapide
655,00032803-r,fra:lemma,vraiment
656,00032803-r,fra:lemma,vivement
657,00032803-r,fra:lemma,beaucoup
658,00032803-r,fra:lemma,maint
659,00032803-r,fra:lemma,nettement
660,00032803-r,fra:lemma,très
661,00032863-r,fra:lemma,dorénavant
662,00032863-r,fra:lemma,désormais
663,00033020-n,fra:lemma,communication
664,00033077-a,fra:lemma,chaud
665,00033077-a,fra:lemma,très
666,00033206-a,fra:lemma,hyperactif
667,00033308-r,fra:lemma,justement
668,00033421-r,fra:lemma,sur-le-champ
669,00033421-r,fra:lemma,immédiatement
670,00033421-r,fra:lemma,tout de suite
671,00033421-r,fra:lemma,illico
672,00033421-r,fra:lemma,aussitôt
673,00033421-r,fra:lemma,fissa
674,00033421-r,fra:lemma,instantanément
675,00033562-r,fra:lemma,légèrement
676,00033562-r,fra:lemma,lestement
677,00033574-a,fra:lemma,inactif
678,00033599-v,fra:lemma,sembler
679,00033599-v,fra:lemma,paraître
680,00033615-n,fra:lemma,somme
681,00033615-n,fra:lemma,nombre
682,00033615-n,fra:lemma,quantité
683,00033615-n,fra:lemma,volume
684,00033615-n,fra:lemma,mesure
685,00033663-r,fra:lemma,plutôt
686,00033663-r,fra:lemma,un peu
687,00033922-r,fra:lemma,bientôt
688,00033922-r,fra:lemma,prochainement
689,00033922-r,fra:lemma,incessamment
690,00033955-v,fra:lemma,hausser les épaules
691,00034032-a,fra:lemma,inactif
692,00034115-v,fra:lemma,chaude-pisse
693,00034115-v,fra:lemma,guêtre
694,00034137-r,fra:lemma,illico
695,00034213-n,fra:lemma,phénomène
696,00034288-v,fra:lemma,faire des grimaces
697,00034288-v,fra:lemma,grimace
698,00034322-a,fra:lemma,faiblard
699,00034479-n,fra:lemma,chose
700,00034572-a,fra:lemma,sédentaire
701,00034574-n,fra:lemma,amabilité
702,00034710-a,fra:lemma,actif
703,00034758-v,fra:lemma,faucher
704,00034945-r,fra:lemma,passionnément
705,00034948-v,fra:lemma,souffler
706,00035058-r,fra:lemma,beaucoup
707,00035058-r,fra:lemma,souvent
708,00035058-r,fra:lemma,fréquemment
709,00035074-a,fra:lemma,inactif
710,00035089-v,fra:lemma,faucon
711,00035189-n,fra:lemma,succès
712,00035189-n,fra:lemma,ouvrage
713,00035189-n,fra:lemma,haut fait
714,00035189-n,fra:lemma,aboutissement
715,00035189-n,fra:lemma,réalisation
716,00035189-n,fra:lemma,achèvement
717,00035189-n,fra:lemma,accomplissement
718,00035259-v,fra:lemma,douche
719,00035385-r,fra:lemma,rarement
